iter    1 | reward:   5 |  update_factor: 0.133333  lr: 0.199000 | sum_coeffs: -9 sum_abs_coeffs: 461761
iter    2 | reward:   7 |  update_factor: 0.132799  lr: 0.198005 | sum_coeffs: -662 sum_abs_coeffs: 512789
iter    3 | reward:   2 |  update_factor: 0.132268  lr: 0.197015 | sum_coeffs: -1258 sum_abs_coeffs: 544081
iter    4 | reward:   5 |  update_factor: 0.131738  lr: 0.196030 | sum_coeffs: -2057 sum_abs_coeffs: 590888
iter    5 | reward:   7 |  update_factor: 0.131211  lr: 0.195050 | sum_coeffs: -1930 sum_abs_coeffs: 629494
iter    6 | reward:   6 |  update_factor: 0.130685  lr: 0.194075 | sum_coeffs: -1181 sum_abs_coeffs: 669915
iter    7 | reward:   7 |  update_factor: 0.130162  lr: 0.193104 | sum_coeffs: -1149 sum_abs_coeffs: 703907
iter    8 | reward:  13 |  update_factor: 0.129641  lr: 0.192139 | sum_coeffs: -1648 sum_abs_coeffs: 736589
iter    9 | reward:  16 |  update_factor: 0.129122  lr: 0.191178 | sum_coeffs: -1859 sum_abs_coeffs: 759386
iter   10 | reward:  16 |  update_factor: 0.128605  lr: 0.190222 | sum_coeffs: -1702 sum_abs_coeffs: 797668
iter   11 | reward:   7 |  update_factor: 0.128090  lr: 0.189271 | sum_coeffs: -1091 sum_abs_coeffs: 826920
iter   12 | reward:  19 |  update_factor: 0.127577  lr: 0.188325 | sum_coeffs: -798 sum_abs_coeffs: 867559
iter   13 | reward:  13 |  update_factor: 0.127066  lr: 0.187383 | sum_coeffs: -992 sum_abs_coeffs: 879677
iter   14 | reward:  19 |  update_factor: 0.126557  lr: 0.186446 | sum_coeffs: -497 sum_abs_coeffs: 924143
iter   15 | reward:   7 |  update_factor: 0.126051  lr: 0.185514 | sum_coeffs: -1472 sum_abs_coeffs: 961966
iter   16 | reward:   7 |  update_factor: 0.125546  lr: 0.184586 | sum_coeffs: -1663 sum_abs_coeffs: 986286
iter   17 | reward:   8 |  update_factor: 0.125043  lr: 0.183663 | sum_coeffs: -2263 sum_abs_coeffs: 1007595
iter   18 | reward:   9 |  update_factor: 0.124543  lr: 0.182745 | sum_coeffs: -1911 sum_abs_coeffs: 1021813
iter   19 | reward:   5 |  update_factor: 0.124044  lr: 0.181831 | sum_coeffs: -603 sum_abs_coeffs: 1051269
