iter    1 | reward:   0 | max_reward:   4 |  update_factor: 0.040000  lr: 0.199000 | sum_coeffs: 124 sum_abs_coeffs: 52719
iter    2 | reward:   0 | max_reward:   5 |  update_factor: 0.039840  lr: 0.198005 | sum_coeffs: 138 sum_abs_coeffs: 54099
iter    3 | reward:   1 | max_reward:   6 |  update_factor: 0.039680  lr: 0.197015 | sum_coeffs: 214 sum_abs_coeffs: 55067
iter    4 | reward:   1 | max_reward:   4 |  update_factor: 0.039521  lr: 0.196030 | sum_coeffs: 212 sum_abs_coeffs: 56320
iter    5 | reward:   1 | max_reward:   3 |  update_factor: 0.039363  lr: 0.195050 | sum_coeffs: 254 sum_abs_coeffs: 56833
iter    6 | reward:   1 | max_reward:   4 |  update_factor: 0.039206  lr: 0.194075 | sum_coeffs: 225 sum_abs_coeffs: 57308
iter    7 | reward:   1 | max_reward:   4 |  update_factor: 0.039049  lr: 0.193104 | sum_coeffs: 124 sum_abs_coeffs: 58348
iter    8 | reward:   1 | max_reward:   5 |  update_factor: 0.038892  lr: 0.192139 | sum_coeffs: 77 sum_abs_coeffs: 59082
iter    9 | reward:   1 | max_reward:   6 |  update_factor: 0.038737  lr: 0.191178 | sum_coeffs: 86 sum_abs_coeffs: 59840
iter   10 | reward:   1 | max_reward:   3 |  update_factor: 0.038581  lr: 0.190222 | sum_coeffs: 83 sum_abs_coeffs: 60458
iter   11 | reward:   1 | max_reward:   3 |  update_factor: 0.038427  lr: 0.189271 | sum_coeffs: 16 sum_abs_coeffs: 61342
iter   12 | reward:   0 | max_reward:   4 |  update_factor: 0.038273  lr: 0.188325 | sum_coeffs: 41 sum_abs_coeffs: 62114
iter   13 | reward:   1 | max_reward:   4 |  update_factor: 0.038120  lr: 0.187383 | sum_coeffs: 13 sum_abs_coeffs: 62879
iter   14 | reward:   1 | max_reward:   4 |  update_factor: 0.037967  lr: 0.186446 | sum_coeffs: 52 sum_abs_coeffs: 63365
iter   15 | reward:   0 | max_reward:   2 |  update_factor: 0.037815  lr: 0.185514 | sum_coeffs: 76 sum_abs_coeffs: 64196
