iter    1 | reward:   2 | max_reward:  10 |  update_factor: 0.020000  lr: 0.199000 | sum_coeffs: 1 sum_abs_coeffs: 52584
iter    2 | reward:   5 | max_reward:  10 |  update_factor: 0.019920  lr: 0.198005 | sum_coeffs: 50 sum_abs_coeffs: 53211
iter    3 | reward:   4 | max_reward:   9 |  update_factor: 0.019840  lr: 0.197015 | sum_coeffs: 81 sum_abs_coeffs: 53610
iter    4 | reward:   4 | max_reward:  15 |  update_factor: 0.019761  lr: 0.196030 | sum_coeffs: 43 sum_abs_coeffs: 53915
iter    5 | reward:   5 | max_reward:  15 |  update_factor: 0.019682  lr: 0.195050 | sum_coeffs: 37 sum_abs_coeffs: 54243
iter    6 | reward:   6 | max_reward:  10 |  update_factor: 0.019603  lr: 0.194075 | sum_coeffs: 55 sum_abs_coeffs: 54706
iter    7 | reward:   6 | max_reward:  18 |  update_factor: 0.019524  lr: 0.193104 | sum_coeffs: 80 sum_abs_coeffs: 55030
iter    8 | reward:   6 | max_reward:  18 |  update_factor: 0.019446  lr: 0.192139 | sum_coeffs: 93 sum_abs_coeffs: 55607
iter    9 | reward:   8 | max_reward:  20 |  update_factor: 0.019368  lr: 0.191178 | sum_coeffs: 78 sum_abs_coeffs: 56094
iter   10 | reward:  10 | max_reward:  23 |  update_factor: 0.019291  lr: 0.190222 | sum_coeffs: 60 sum_abs_coeffs: 56549
iter   11 | reward:   9 | max_reward:  18 |  update_factor: 0.019213  lr: 0.189271 | sum_coeffs: 107 sum_abs_coeffs: 57128
iter   12 | reward:  10 | max_reward:  21 |  update_factor: 0.019137  lr: 0.188325 | sum_coeffs: 109 sum_abs_coeffs: 57536
iter   13 | reward:   9 | max_reward:  17 |  update_factor: 0.019060  lr: 0.187383 | sum_coeffs: 75 sum_abs_coeffs: 57936
iter   14 | reward:  10 | max_reward:  20 |  update_factor: 0.018984  lr: 0.186446 | sum_coeffs: 34 sum_abs_coeffs: 58399
iter   15 | reward:  10 | max_reward:  23 |  update_factor: 0.018908  lr: 0.185514 | sum_coeffs: 71 sum_abs_coeffs: 58809
iter   16 | reward:   9 | max_reward:  19 |  update_factor: 0.018832  lr: 0.184586 | sum_coeffs: 73 sum_abs_coeffs: 59137
iter   17 | reward:   8 | max_reward:  19 |  update_factor: 0.018756  lr: 0.183663 | sum_coeffs: 76 sum_abs_coeffs: 59558
iter   18 | reward:   6 | max_reward:  16 |  update_factor: 0.018681  lr: 0.182745 | sum_coeffs: 63 sum_abs_coeffs: 60046
iter   19 | reward:   7 | max_reward:  17 |  update_factor: 0.018607  lr: 0.181831 | sum_coeffs: 82 sum_abs_coeffs: 60504
iter   20 | reward:   8 | max_reward:  17 |  update_factor: 0.018532  lr: 0.180922 | sum_coeffs: 100 sum_abs_coeffs: 61058
iter   21 | reward:  11 | max_reward:  23 |  update_factor: 0.018458  lr: 0.180017 | sum_coeffs: 119 sum_abs_coeffs: 61498
iter   22 | reward:  10 | max_reward:  25 |  update_factor: 0.018384  lr: 0.179117 | sum_coeffs: 100 sum_abs_coeffs: 62008
iter   23 | reward:  10 | max_reward:  20 |  update_factor: 0.018310  lr: 0.178222 | sum_coeffs: 117 sum_abs_coeffs: 62226
iter   24 | reward:  11 | max_reward:  24 |  update_factor: 0.018237  lr: 0.177331 | sum_coeffs: 123 sum_abs_coeffs: 62607
iter   25 | reward:   9 | max_reward:  23 |  update_factor: 0.018164  lr: 0.176444 | sum_coeffs: 118 sum_abs_coeffs: 62970
iter   26 | reward:  11 | max_reward:  24 |  update_factor: 0.018091  lr: 0.175562 | sum_coeffs: 85 sum_abs_coeffs: 63302
iter   27 | reward:  11 | max_reward:  25 |  update_factor: 0.018019  lr: 0.174684 | sum_coeffs: 93 sum_abs_coeffs: 63665
iter   28 | reward:  11 | max_reward:  24 |  update_factor: 0.017947  lr: 0.173811 | sum_coeffs: 119 sum_abs_coeffs: 64064
iter   29 | reward:  12 | max_reward:  25 |  update_factor: 0.017875  lr: 0.172942 | sum_coeffs: 172 sum_abs_coeffs: 64483
iter   30 | reward:  13 | max_reward:  29 |  update_factor: 0.017803  lr: 0.172077 | sum_coeffs: 162 sum_abs_coeffs: 64928
iter   31 | reward:  11 | max_reward:  23 |  update_factor: 0.017732  lr: 0.171216 | sum_coeffs: 150 sum_abs_coeffs: 65272
iter   32 | reward:  11 | max_reward:  23 |  update_factor: 0.017661  lr: 0.170360 | sum_coeffs: 168 sum_abs_coeffs: 65737
iter   33 | reward:  12 | max_reward:  24 |  update_factor: 0.017590  lr: 0.169509 | sum_coeffs: 171 sum_abs_coeffs: 66041
iter   34 | reward:  12 | max_reward:  29 |  update_factor: 0.017520  lr: 0.168661 | sum_coeffs: 238 sum_abs_coeffs: 66343
iter   35 | reward:  11 | max_reward:  28 |  update_factor: 0.017450  lr: 0.167818 | sum_coeffs: 182 sum_abs_coeffs: 66679
iter   36 | reward:  13 | max_reward:  24 |  update_factor: 0.017380  lr: 0.166979 | sum_coeffs: 140 sum_abs_coeffs: 66911
iter   37 | reward:  12 | max_reward:  24 |  update_factor: 0.017310  lr: 0.166144 | sum_coeffs: 132 sum_abs_coeffs: 67179
iter   38 | reward:  13 | max_reward:  27 |  update_factor: 0.017241  lr: 0.165313 | sum_coeffs: 156 sum_abs_coeffs: 67462
iter   39 | reward:  12 | max_reward:  29 |  update_factor: 0.017172  lr: 0.164486 | sum_coeffs: 189 sum_abs_coeffs: 67757
iter   40 | reward:  12 | max_reward:  26 |  update_factor: 0.017103  lr: 0.163664 | sum_coeffs: 241 sum_abs_coeffs: 68194
iter   41 | reward:  11 | max_reward:  21 |  update_factor: 0.017035  lr: 0.162846 | sum_coeffs: 207 sum_abs_coeffs: 68378
iter   42 | reward:  12 | max_reward:  26 |  update_factor: 0.016966  lr: 0.162031 | sum_coeffs: 185 sum_abs_coeffs: 68708
iter   43 | reward:  11 | max_reward:  23 |  update_factor: 0.016899  lr: 0.161221 | sum_coeffs: 147 sum_abs_coeffs: 68967
iter   44 | reward:  11 | max_reward:  29 |  update_factor: 0.016831  lr: 0.160415 | sum_coeffs: 121 sum_abs_coeffs: 69284
iter   45 | reward:  10 | max_reward:  24 |  update_factor: 0.016763  lr: 0.159613 | sum_coeffs: 186 sum_abs_coeffs: 69683
iter   46 | reward:  11 | max_reward:  23 |  update_factor: 0.016696  lr: 0.158815 | sum_coeffs: 217 sum_abs_coeffs: 70009
iter   47 | reward:  11 | max_reward:  26 |  update_factor: 0.016630  lr: 0.158021 | sum_coeffs: 170 sum_abs_coeffs: 70344
