iter    1 | reward:   2 | max_reward:   9 |  update_factor: 0.040000  lr: 0.199000 | sum_coeffs: -207 sum_abs_coeffs: 18680
iter    2 | reward:   2 | max_reward:  15 |  update_factor: 0.039840  lr: 0.198005 | sum_coeffs: -185 sum_abs_coeffs: 18858
iter    3 | reward:   6 | max_reward:  34 |  update_factor: 0.039680  lr: 0.197015 | sum_coeffs: -215 sum_abs_coeffs: 19169
iter    4 | reward:   3 | max_reward:  10 |  update_factor: 0.039521  lr: 0.196030 | sum_coeffs: -182 sum_abs_coeffs: 19728
iter    5 | reward:   1 | max_reward:   8 |  update_factor: 0.039363  lr: 0.195050 | sum_coeffs: -201 sum_abs_coeffs: 19976
iter    6 | reward:   2 | max_reward:  15 |  update_factor: 0.039206  lr: 0.194075 | sum_coeffs: -250 sum_abs_coeffs: 20280
iter    7 | reward:   7 | max_reward:  30 |  update_factor: 0.039049  lr: 0.193104 | sum_coeffs: -249 sum_abs_coeffs: 20578
iter    8 | reward:   5 | max_reward:  26 |  update_factor: 0.038892  lr: 0.192139 | sum_coeffs: -216 sum_abs_coeffs: 20834
iter    9 | reward:  -1 | max_reward:  14 |  update_factor: 0.038737  lr: 0.191178 | sum_coeffs: -207 sum_abs_coeffs: 21182
iter   10 | reward:   4 | max_reward:  25 |  update_factor: 0.038581  lr: 0.190222 | sum_coeffs: -221 sum_abs_coeffs: 21450
iter   11 | reward:   2 | max_reward:  35 |  update_factor: 0.038427  lr: 0.189271 | sum_coeffs: -217 sum_abs_coeffs: 21683
iter   12 | reward:   7 | max_reward:  32 |  update_factor: 0.038273  lr: 0.188325 | sum_coeffs: -242 sum_abs_coeffs: 21908
iter   13 | reward:   7 | max_reward:  34 |  update_factor: 0.038120  lr: 0.187383 | sum_coeffs: -231 sum_abs_coeffs: 22191
iter   14 | reward:   8 | max_reward:  29 |  update_factor: 0.037967  lr: 0.186446 | sum_coeffs: -224 sum_abs_coeffs: 22382
iter   15 | reward:   5 | max_reward:  39 |  update_factor: 0.037815  lr: 0.185514 | sum_coeffs: -260 sum_abs_coeffs: 22637
iter   16 | reward:   8 | max_reward:  23 |  update_factor: 0.037664  lr: 0.184586 | sum_coeffs: -268 sum_abs_coeffs: 23082
iter   17 | reward:   3 | max_reward:  24 |  update_factor: 0.037513  lr: 0.183663 | sum_coeffs: -301 sum_abs_coeffs: 23328
iter   18 | reward:   5 | max_reward:  30 |  update_factor: 0.037363  lr: 0.182745 | sum_coeffs: -297 sum_abs_coeffs: 23534
