iter    1 | reward:   7 | max_reward:  38 |  update_factor: 0.020000  lr: 0.199000 | sum_coeffs: -417 sum_abs_coeffs: 52712
iter    2 | reward:  11 | max_reward:  40 |  update_factor: 0.019920  lr: 0.198005 | sum_coeffs: -484 sum_abs_coeffs: 53303
iter    3 | reward:   8 | max_reward:  38 |  update_factor: 0.019840  lr: 0.197015 | sum_coeffs: -471 sum_abs_coeffs: 54076
iter    4 | reward:  11 | max_reward:  45 |  update_factor: 0.019761  lr: 0.196030 | sum_coeffs: -487 sum_abs_coeffs: 54346
iter    5 | reward:  14 | max_reward:  61 |  update_factor: 0.019682  lr: 0.195050 | sum_coeffs: -531 sum_abs_coeffs: 54706
iter    6 | reward:  10 | max_reward:  44 |  update_factor: 0.019603  lr: 0.194075 | sum_coeffs: -463 sum_abs_coeffs: 55168
iter    7 | reward:  16 | max_reward:  53 |  update_factor: 0.019524  lr: 0.193104 | sum_coeffs: -464 sum_abs_coeffs: 55690
iter    8 | reward:  15 | max_reward:  48 |  update_factor: 0.019446  lr: 0.192139 | sum_coeffs: -430 sum_abs_coeffs: 56069
iter    9 | reward:  16 | max_reward:  49 |  update_factor: 0.019368  lr: 0.191178 | sum_coeffs: -469 sum_abs_coeffs: 56601
iter   10 | reward:  17 | max_reward:  53 |  update_factor: 0.019291  lr: 0.190222 | sum_coeffs: -519 sum_abs_coeffs: 56984
iter   11 | reward:  14 | max_reward:  62 |  update_factor: 0.019213  lr: 0.189271 | sum_coeffs: -505 sum_abs_coeffs: 57341
iter   12 | reward:  15 | max_reward:  58 |  update_factor: 0.019137  lr: 0.188325 | sum_coeffs: -434 sum_abs_coeffs: 57866
iter   13 | reward:  17 | max_reward:  52 |  update_factor: 0.019060  lr: 0.187383 | sum_coeffs: -412 sum_abs_coeffs: 58365
iter   14 | reward:  15 | max_reward:  50 |  update_factor: 0.018984  lr: 0.186446 | sum_coeffs: -411 sum_abs_coeffs: 58771
iter   15 | reward:  10 | max_reward:  41 |  update_factor: 0.018908  lr: 0.185514 | sum_coeffs: -460 sum_abs_coeffs: 59259
iter   16 | reward:  10 | max_reward:  52 |  update_factor: 0.018832  lr: 0.184586 | sum_coeffs: -491 sum_abs_coeffs: 59642
iter   17 | reward:  13 | max_reward:  49 |  update_factor: 0.018756  lr: 0.183663 | sum_coeffs: -454 sum_abs_coeffs: 60000
iter   18 | reward:  11 | max_reward:  46 |  update_factor: 0.018681  lr: 0.182745 | sum_coeffs: -459 sum_abs_coeffs: 60545
iter   19 | reward:  14 | max_reward:  46 |  update_factor: 0.018607  lr: 0.181831 | sum_coeffs: -444 sum_abs_coeffs: 60905
iter   20 | reward:  11 | max_reward:  48 |  update_factor: 0.018532  lr: 0.180922 | sum_coeffs: -448 sum_abs_coeffs: 61262
