-0.167275,0.020635,0.124900
-0.166091,0.021264,0.110890
-0.165467,0.022010,0.100286
-0.164683,0.022311,0.089363
-0.163994,0.021528,0.078521
-0.163434,0.019944,0.069426
-0.163047,0.018091,0.061674
-0.163552,0.015955,0.056195
-0.159403,0.014158,0.088943
-0.160110,0.021084,0.087243
-0.158598,0.025842,0.087342
-0.122239,0.057774,0.135872
-0.125484,0.059963,0.135957
-0.123902,0.061493,0.138789
-0.121109,0.064546,0.150603
-0.122448,0.063249,0.166418
-0.124789,0.061577,0.166689
-0.128332,0.058154,0.166998
-0.130723,0.055769,0.167183
-0.131968,0.054388,0.168273
-0.133032,0.053116,0.170530
-0.133427,0.052220,0.173881
-0.133401,0.050891,0.178878
-0.116400,0.055952,0.208453
-0.122085,0.055475,0.201860
-0.123822,0.052971,0.200510
-0.103593,0.054178,0.237406
-0.105230,0.055863,0.233852
-0.122201,0.048231,0.233206
-0.127204,0.049314,0.223984
-0.124706,0.051168,0.217636
-0.124036,0.052818,0.211188
-0.122863,0.052909,0.210617
-0.102552,0.043969,0.257773
-0.103853,0.045101,0.254878
-0.105461,0.044854,0.254387
-0.098589,0.044195,0.266703
-0.098761,0.045194,0.266170
-0.098373,0.045289,0.268835
-0.098599,0.043587,0.267254
-0.160437,0.023040,0.119101
-0.160325,0.024948,0.110632
-0.160476,0.026511,0.103365
-0.159923,0.030406,0.087601
-0.160358,0.029146,0.082317
-0.161045,0.029674,0.073545
-0.155924,0.028386,0.097154
-0.156244,0.032385,0.092927
-0.119933,0.065977,0.148009
-0.123178,0.058697,0.170853
-0.125664,0.059128,0.170749
-0.122427,0.069586,0.173895
-0.122430,0.077326,0.169006
-0.118231,0.078658,0.171142
-0.121286,0.058452,0.178938
-0.125756,0.057207,0.176320
-0.127670,0.055797,0.175705
-0.130049,0.053623,0.174957
-0.131385,0.052113,0.174511
-0.130576,0.055185,0.179235
-0.131871,0.053681,0.178665
-0.122573,0.055997,0.198578
-0.123687,0.054103,0.197823
-0.116665,0.055730,0.211074
-0.116729,0.055122,0.212311
-0.116255,0.055304,0.213621
-0.104278,0.054879,0.234092
-0.106681,0.060037,0.228504
-0.105585,0.071236,0.223056
-0.096865,0.073350,0.219389
-0.100723,0.083027,0.216184
