-0.167037,0.021208,0.124694
-0.153701,0.014486,0.100273
-0.164481,0.009000,0.110445
-0.161994,0.014117,0.104530
-0.162105,0.015904,0.104557
-0.162325,0.017729,0.104586
-0.163172,0.007431,0.115484
-0.167215,0.020991,0.125102
-0.168799,0.018141,0.111817
-0.166667,0.018756,0.095324
-0.166548,0.017035,0.080952
-0.167296,0.020949,0.125054
-0.154960,0.035833,0.156243
-0.155705,0.040377,0.154838
-0.127782,0.051920,0.203743
-0.107280,0.046682,0.249243
-0.108535,0.048877,0.245934
-0.109308,0.052784,0.244450
-0.167132,0.020972,0.124883
-0.167225,0.020929,0.125130
-0.142867,0.042199,0.157272
-0.145824,0.042796,0.150392
-0.141078,0.046691,0.172616
-0.141977,0.049799,0.168179
-0.140930,0.055806,0.164891
-0.139485,0.058761,0.166375
-0.138404,0.061560,0.165901
-0.133473,0.064341,0.169602
-0.129166,0.067204,0.173019
-0.127335,0.068721,0.179356
-0.124420,0.069998,0.189040
-0.123475,0.071428,0.191965
-0.106351,0.073371,0.245565
-0.106646,0.073818,0.245811
-0.161603,0.026329,0.110393
-0.150040,0.037827,0.139883
-0.153478,0.038645,0.130336
-0.128307,0.056299,0.186970
-0.130339,0.055868,0.179990
-0.125467,0.056546,0.192804
-0.118353,0.056291,0.208408
-0.117793,0.057372,0.209677
-0.107800,0.054810,0.229520
-0.109178,0.058232,0.226765
-0.107986,0.059775,0.226224
-0.108735,0.061138,0.223466
-0.110171,0.062200,0.220396
-0.111612,0.062759,0.218771
-0.121898,0.057495,0.200879
-0.121698,0.059759,0.199649
-0.117641,0.060607,0.184697
-0.116485,0.060646,0.163751
-0.112416,0.056134,0.216512
-0.125438,0.052777,0.192198
