-0.167266,0.020963,0.125356
-0.158556,0.034326,0.130896
-0.160257,0.033789,0.124773
-0.159355,0.034155,0.118815
-0.153918,0.037601,0.139744
-0.155754,0.042761,0.133880
-0.121971,0.064996,0.171901
-0.111675,0.054902,0.222022
-0.113449,0.055661,0.219501
-0.115081,0.056555,0.213628
-0.118705,0.056680,0.206393
-0.142207,0.048556,0.158480
-0.145231,0.048790,0.154100
-0.136964,0.055503,0.166589
-0.129965,0.057278,0.170562
-0.126762,0.057885,0.189403
-0.125706,0.060271,0.189869
-0.124231,0.060620,0.190987
-0.119133,0.057887,0.202504
-0.118858,0.061030,0.200049
-0.115785,0.063503,0.196281
-0.112939,0.068550,0.191047
-0.111393,0.070709,0.192740
-0.101238,0.054016,0.240523
-0.106168,0.054332,0.234889
-0.108571,0.055933,0.229553
-0.111376,0.057226,0.223903
-0.141879,0.038855,0.132165
-0.127883,0.062588,0.161726
-0.127426,0.063466,0.162100
-0.167270,0.020843,0.125305
-0.151786,0.041276,0.164332
-0.154557,0.045150,0.158322
-0.154298,0.048541,0.146390
-0.155479,0.048466,0.137104
-0.159144,0.047848,0.162016
-0.150722,0.051711,0.190899
-0.151720,0.053805,0.187498
-0.150480,0.056236,0.183854
-0.134089,0.073069,0.164142
-0.128700,0.075012,0.167923
-0.113897,0.077624,0.177402
-0.167187,0.021006,0.124656
-0.163884,0.021011,0.104645
-0.162892,0.019305,0.093378
-0.163056,0.018076,0.087286
-0.162788,0.016747,0.080753
-0.162498,0.015026,0.073828
-0.161405,0.021395,0.081385
-0.164035,0.020072,0.077194
-0.164330,0.019819,0.075819
-0.155901,0.015724,0.092597
-0.159068,0.014531,0.091558
-0.155625,0.007013,0.101966
-0.156890,0.029723,0.148002
-0.152786,0.033963,0.170317
-0.146880,0.042274,0.178171
-0.148389,0.044722,0.168453
-0.148717,0.045506,0.163003
-0.141956,0.040510,0.144565
-0.142906,0.042353,0.143209
-0.139001,0.045814,0.143068
-0.126874,0.049307,0.141453
-0.124716,0.057452,0.140154
-0.117616,0.066197,0.140966
-0.114408,0.062839,0.166938
-0.115765,0.058306,0.194805
-0.107331,0.054023,0.231208
-0.110651,0.054058,0.228940
-0.101488,0.052330,0.243830
-0.099013,0.046901,0.258366
-0.101060,0.048778,0.254707
-0.102943,0.050120,0.251301
-0.109833,0.054623,0.235249
-0.110295,0.047081,0.243753
-0.113198,0.040574,0.258227
-0.113091,0.039489,0.268031
-0.111754,0.039006,0.270475
-0.102626,0.050165,0.291630
-0.095619,0.048142,0.295213
