-0.167100,0.020830,0.124780
-0.147929,0.044851,0.151494
-0.143126,0.046013,0.173134
-0.144831,0.048869,0.164095
-0.130914,0.054346,0.186163
-0.124316,0.055869,0.195074
-0.116778,0.056130,0.211061
-0.116504,0.056705,0.212528
-0.112705,0.055536,0.218272
-0.100634,0.054199,0.240898
-0.100246,0.050386,0.250260
-0.098371,0.047683,0.257365
-0.099235,0.045443,0.263600
-0.098887,0.045591,0.267185
-0.096467,0.045739,0.276734
-0.095505,0.046582,0.278951
-0.094607,0.046953,0.281312
-0.094292,0.046814,0.285393
-0.094748,0.046269,0.288023
-0.089210,0.049953,0.289358
-0.100770,0.050317,0.277166
-0.098973,0.049809,0.280758
-0.092136,0.049084,0.291236
-0.167313,0.021104,0.125138
-0.162588,0.024983,0.109007
-0.162758,0.024054,0.098768
-0.162554,0.023356,0.089538
-0.161964,0.021551,0.079082
-0.160808,0.013684,0.091205
-0.154860,0.020788,0.117969
-0.155810,0.024058,0.116998
-0.160134,0.026081,0.118300
-0.160805,0.026901,0.110710
-0.160726,0.028144,0.103712
-0.160661,0.028207,0.085521
-0.160744,0.028142,0.080171
-0.161180,0.027861,0.076735
-0.132809,0.042432,0.110185
-0.124667,0.057938,0.147644
-0.131464,0.059790,0.142851
-0.131132,0.061009,0.143857
-0.121736,0.057787,0.187185
-0.123236,0.060293,0.183787
-0.122125,0.063185,0.181121
-0.128276,0.072658,0.186605
-0.125395,0.074833,0.183751
-0.124104,0.076830,0.181806
-0.126093,0.066955,0.202712
-0.125860,0.059516,0.182697
-0.128957,0.059120,0.183767
-0.122904,0.057390,0.201035
-0.122316,0.068480,0.196601
-0.115852,0.063349,0.220415
-0.103100,0.054655,0.239481
-0.167247,0.020803,0.125163
-0.158728,0.031866,0.160498
-0.159515,0.037234,0.151775
-0.143427,0.049170,0.151205
-0.130176,0.055247,0.185964
-0.117449,0.058336,0.208879
-0.118394,0.058517,0.206879
-0.116430,0.055858,0.214633
-0.116737,0.056401,0.213445
-0.106958,0.072628,0.213801
-0.110362,0.071573,0.207780
-0.104064,0.050711,0.247585
-0.105901,0.051374,0.243357
-0.167244,0.021159,0.124776
-0.137045,0.045822,0.187022
-0.139771,0.046722,0.184687
-0.120211,0.065260,0.226016
-0.119024,0.066927,0.231287
-0.167278,0.020805,0.125029
-0.149142,0.032391,0.146840
-0.134134,0.055093,0.174513
-0.127974,0.055866,0.189845
-0.130545,0.055959,0.186880
-0.131926,0.053167,0.186228
-0.145448,0.036679,0.186939
-0.126329,0.044288,0.218554
-0.125453,0.046235,0.216131
-0.124569,0.048105,0.213990
-0.168158,0.027667,0.126053
-0.115048,0.051343,0.254356
-0.102631,0.053111,0.240507
-0.102683,0.050454,0.249985
